UID_EQUIP;CTO_NAME;MODELO;ARMARIO;ENDERECO;MUNICIPIO;LATITUDE;LONGITUDE;TIPO_CTO;SP;SS;NOME_OLT;NOME_PORTA_OLT
EQP0000000038568899;I05GPC049;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;AMMNS_G1I05;AVENIDA CORONEL CYRILLO NEVES MANAUS SANTO AGOSTINHO 69036605 AM 1280;MANAUS;-3.094447100;-60.059511200;GP;AMMNS-I05SP7;AMMNS-I05SP7-SS1;MNS_I05_1_GPON_VLAN_124_125_126-ALC;1/1/1/7
EQP0000000029463459;I01GPC318;TO;AMMNS_G1I01;RUA DOUTOR THOMAS MANAUS NOSSA SENHORA DAS GRACAS 69053035 AM 225;MANAUS;-3.096969900;-60.018167400;GP;AMMNS-I01SP40;AMMNS-I01SP40-SS6;MNS_I01_1_GPON_VLAN_100_101_102-ALC;1/1/2/9
EQP0000000106506268;M04GPC233;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;AMMNS_G1M04;AVENIDA DESEMBARGADOR JOAO MACHADO MANAUS PLANALTO 69044000 AM 136;MANAUS;-3.073389000;-60.031617200;GP;AMMNS-M04SP30;AMMNS-M04SP30-SS1;MNS_M04_1_GPON_VLAN_106_107_108-ALC;1/1/1/14
EQP0000000038453584;I01GP2140;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;AMMNS_G1I01;RUA SALVADOR MANAUS ADRIANOPOLIS 69057040 AM 440;MANAUS;-3.108046300;-60.012398100;GP;AMMNS-I01SP268;AMMNS-I01SP268-SS4;MNS_I01_2_GPON_VLAN_103_104_105-ALC;1/1/5/11
EQP0000000029456370;I13G0573;CTO - OPTAP-B-85/15;AMMNS_G1I13;RUA RAIMUNDO SODRE MANAUS CIDADE NOVA 69095380 AM 69;MANAUS;-3.037964900;-59.977359200;G0;AMMNS-I13SP72;AMMNS-I13SP72-SS5;MNS_I13_1_GPON_VLAN_179_180_181-ALC;1/1/3/14
EQP0000000029456295;I05G02785;CTO - OPTAP - B;AMMNS_G1I05;RUA CREMONA MANAUS ALVORADA 69042070 AM 320;MANAUS;-3.077974400;-60.048690300;G0;AMMNS-I05SP349;AMMNS-I05SP349-SS1;MNS_I05_2_GPON_VLAN_127_128_129-ALC;1/1/6/11
EQP0000000073292950;I15G02204;CTO SPLITTER 1 8;AMMNS_G1I15;RUA ARISTOFANO ANTONY MANAUS PETROPOLIS 69063300 AM 647;MANAUS;-3.120260400;-59.995036300;G0;AMMNS-I15SP276;AMMNS-I15SP276-SS4;MNS_I15_2_GPON_VLAN_176_177_178-ALC;1/1/5/12
EQP0000000029440854;M04G01289;CTO - PAD TELEFONICA;AMMNS_G1M04;RUA PROFESSOR CASTELO BRANCO MANAUS PARQUE 10 DE NOVEMBRO 69055090 AM SN;MANAUS;-3.087524100;-60.013137500;G0;AMMNS-M04SP162;AMMNS-M04SP162-SS1;MNS_M04_1_GPON_VLAN_106_107_108-ALC;1/1/5/13
EQP0000000029457665;I13G01024;CTO - OPTAP-B-90/10;AMMNS_G1I13;RUA DOUTOR ERNESTO ADOLFO MANAUS FLORES 69058384 AM SN;MANAUS;-3.042234500;-59.987944300;G0;AMMNS-I13SP128;AMMNS-I13SP128-SS8;MNS_I13_1_GPON_VLAN_179_180_181-ALC;1/1/5/11
EQP0000000029456209;I13G0561;CTO - OPTAP - B;AMMNS_G1I13;RUA AURISTELA NOGUEIRA MANAUS CIDADE NOVA 69095430 AM 107;MANAUS;-3.039793600;-59.977702500;G0;AMMNS-I13SP71;AMMNS-I13SP71-SS1;MNS_I13_1_GPON_VLAN_179_180_181-ALC;1/1/3/13
