UID_EQUIP;CTO_NAME;MODELO;ARMARIO;ENDERECO;MUNICIPIO;LATITUDE;LONGITUDE;TIPO_CTO;SP;SS;NOME_OLT;NOME_PORTA_OLT
EQP0000000012003432;N02G02575;CTO - OPTAP;RSTRI_G1N02;RUA MARANHAO TRAMANDAI BALNEARIO TRAMANDAI SUL 95590000 RS 321;TRAMANDAI;-30.029201400;-50.150781500;G0;RSTRI-N02SP322;RSTRI-N02SP322-SS7;TRI_N02_2_GPON_VLAN_109_110_111-ALC;1/1/1/6
EQP0000000011995923;M01G01715;CTO - OPTAP;RSTRI_G1M01;RUA MARINHA GREENWALD TRAMANDAI ZONA NOVA 95590000 RS 3019;TRAMANDAI;-30.000597500;-50.138881200;G0;RSTRI-M01SP215;RSTRI-M01SP215-SS3;TRI_M01_2_GPON_VLAN_103-104-105-UBA;1/1/1/15
EQP0000000012009104;N01G01404;CTO - OPTAP;RSTRI_G1N02;RUA SAO FRANCISCO DE ASSIS TRAMANDAI OASIS SUL 95590000 RS 50;TRAMANDAI;-30.051440300;-50.161034800;G0;RSTRI-N02SP176;RSTRI-N02SP176-SS4;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/6/2
EQP0000000011994977;N02G01520;CTO - OPTAP;RSTRI_G1N02;RUA GOIAS TRAMANDAI NOVA TRAMANDAI 95590000 RS 1715;TRAMANDAI;-30.041174600;-50.155149300;G0;RSTRI-N02SP190;RSTRI-N02SP190-SS8;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/6/16
EQP0000000011996510;M01G01545;CTO - OPTAP;RSTRI_G1M01;RUA PERNAMBUCO TRAMANDAI SAO JOSE 95590000 RS 1148;TRAMANDAI;-29.997852900;-50.147431200;G0;RSTRI-M01SP194;RSTRI-M01SP194-SS1;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/8/10
EQP0000000011996711;M01G01180;CTO - OPTAP;RSTRI_G1M01;RUA VERGUEIRO TRAMANDAI SAO FRANCISCO I 95590000 RS 1073;TRAMANDAI;-30.005214800;-50.147987600;G0;RSTRI-M01SP148;RSTRI-M01SP148-SS4;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/5/12
EQP0000000012008953;M01G0058;CTO - OPTAP;RSTRI_G1M01;AVENIDA BEIRA MAR TRAMANDAI BARRA 95590000 RS SN;TRAMANDAI;-29.982667400;-50.122615300;G0;RSTRI-M01SP8;RSTRI-M01SP8-SS2;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/1/8
EQP0000000011995989;N02G02459;CTO - OPTAP;RSTRI_G1N02;RUA RONDONIA TRAMANDAI NOVA TRAMANDAI 95590000 RS 951;TRAMANDAI;-30.032619000;-50.159594200;G0;RSTRI-N02SP308;RSTRI-N02SP308-SS3;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/8/8
EQP0000000011997931;N02G0164;CTO - OPTAP;RSTRI_G1N02;AVENIDA JOAO DE MAGALHAES TRAMANDAI PARQUE HUMAITA 95590000 RS 3145;TRAMANDAI;-30.007533600;-50.165305900;G0;RSTRI-N02SP21;RSTRI-N02SP21-SS4;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/2/5
EQP0000000011996724;M01G01267;CTO - OPTAP;RSTRI_G1M01;RUA ANDRADE NEVES TRAMANDAI ZONA NOVA 95590000 RS 1881;TRAMANDAI;-30.006960000;-50.136567900;G0;RSTRI-M01SP159;RSTRI-M01SP159-SS3;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/6/7
EQP0000000011996536;N02G02490;CTO - OPTAP;RSTRI_G1N02;RUA PARAIBA TRAMANDAI NOVA TRAMANDAI 95590000 RS SN;TRAMANDAI;-30.035845000;-50.156556700;G0;RSTRI-N02SP312;RSTRI-N02SP312-SS2;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/8/12
EQP0000000011996498;M01G01281;CTO - OPTAP;RSTRI_G1M01;RUA GENERAL OSORIO TRAMANDAI ZONA NOVA 95590000 RS 1583;TRAMANDAI;-30.004269300;-50.136136600;G0;RSTRI-M01SP161;RSTRI-M01SP161-SS1;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/6/9
EQP0000000011996317;M01G01653;CTO - OPTAP;RSTRI_G1M01;RUA PADRE REUS TRAMANDAI ZONA NOVA 95590000 RS 749;TRAMANDAI;-30.001093800;-50.142713200;G0;RSTRI-M01SP207;RSTRI-M01SP207-SS5;TRI_M01_2_GPON_VLAN_103-104-105-UBA;1/1/1/7
EQP0000000011997301;M01G01213;CTO - OPTAP;RSTRI_G1M01;RUA SANTO AMARO TRAMANDAI ZONA NOVA 95590000 RS 820;TRAMANDAI;-30.004723500;-50.143791300;G0;RSTRI-M01SP152;RSTRI-M01SP152-SS5;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/5/16
EQP0000000011995706;M01G0261;CTO - OPTAP;RSTRI_G1M01;AVENIDA DA IGREJA TRAMANDAI CENTRO 95590000 RS 190;TRAMANDAI;-29.985187800;-50.132517800;G0;RSTRI-M01SP33;RSTRI-M01SP33-SS5;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/3/1
EQP0000000011995911;M01G01683;CTO - OPTAP;RSTRI_G1M01;AVENIDA RUBEM BERTA TRAMANDAI CENTRO 95590000 RS 1909;TRAMANDAI;-29.992928700;-50.135351000;G0;RSTRI-M01SP211;RSTRI-M01SP211-SS3;TRI_M01_2_GPON_VLAN_103-104-105-UBA;1/1/1/11
EQP0000000011996338;N02G01444;CTO - OPTAP;RSTRI_G1N02;RUA ALAGOAS TRAMANDAI NOVA TRAMANDAI 95590000 RS 2111;TRAMANDAI;-30.045778300;-50.151912100;G0;RSTRI-N02SP181;RSTRI-N02SP181-SS4;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/6/7
EQP0000000012007615;N02G01542;CTO - OPTAP;RSTRI_G1N02;AVENIDA MINAS GERAIS TRAMANDAI NOVA TRAMANDAI 95590000 RS 1245;TRAMANDAI;-30.036772000;-50.155277300;G0;RSTRI-N02SP193;RSTRI-N02SP193-SS6;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/7/3
EQP0000000011995552;M01G0093;CTO - OPTAP;RSTRI_G1M01;RUA TRES DE OUTUBRO TRAMANDAI CENTRO 95590000 RS 11119;TRAMANDAI;-29.987312500;-50.125471800;G0;RSTRI-M01SP12;RSTRI-M01SP12-SS5;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/1/12
EQP0000000011996681;M01G01633;CTO - OPTAP;RSTRI_G1M01;RUA VERGUEIROS TRAMANDAI ZONA NOVA 95590000 RS 645;TRAMANDAI;-30.001254300;-50.146038200;G0;RSTRI-M01SP205;RSTRI-M01SP205-SS1;TRI_M01_2_GPON_VLAN_103-104-105-UBA;1/1/1/5
EQP0000000011997521;N02G02334;CTO - OPTAP;RSTRI_G1N02;RUA SANTA CATARINA TRAMANDAI NOVA TRAMANDAI 95590000 RS 1810;TRAMANDAI;-30.038924600;-50.163686200;G0;RSTRI-N02SP292;RSTRI-N02SP292-SS6;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/7/8
EQP0000000011996168;N02G01255;CTO - OPTAP;RSTRI_G1N02;RUA DOS CRISANTEMOS TRAMANDAI JARDIM ATLANTICO 95590000 RS 413;TRAMANDAI;-30.060839500;-50.161887800;G0;RSTRI-N02SP157;RSTRI-N02SP157-SS7;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/4/15
EQP0000000011997109;M01G01225;CTO - OPTAP;RSTRI_G1M01;AVENIDA FLORES DA CUNHA TRAMANDAI ZONA NOVA 95590000 RS 4335;TRAMANDAI;-30.007887400;-50.143525300;G0;RSTRI-M01SP154;RSTRI-M01SP154-SS1;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/6/2
