UID_EQUIP;CTO_NAME;MODELO;ARMARIO;ENDERECO;MUNICIPIO;LATITUDE;LONGITUDE;TIPO_CTO;SP;SS;NOME_OLT;NOME_PORTA_OLT
EQP0000000011990886;I01G0752;CTO - OPTAP;SCIMA_G1I01;RUA VISCONDE DE BARBACENA IMBITUBA CENTRO 88780000 SC 485;IMBITUBA;-28.243003300;-48.663441200;G0;SCIMA-I01SP94;SCIMA-I01SP94-SS7;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/4/8
EQP0000000011990886;I01G0752;CTO - OPTAP;SCIMA_G1I01;RUA VISCONDE DE BARBACENA IMBITUBA CENTRO 88780000 SC 485;IMBITUBA;-28.243003300;-48.663441200;G0;SCIMA-I01SP94;SCIMA-I01SP94-SS8;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/4/8
EQP0000000011991187;I01G01606;CTO - OPTAP;SCIMA_G1I01;RUA LOURIVAL RAMOS IMBITUBA SAGRADA FAMILIA 88780000 SC 223;IMBITUBA;-28.269929700;-48.698161600;G0;SCIMA-I01SP201;SCIMA-I01SP201-SS6;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/5
EQP0000000011991187;I01G01606;CTO - OPTAP;SCIMA_G1I01;RUA LOURIVAL RAMOS IMBITUBA SAGRADA FAMILIA 88780000 SC 223;IMBITUBA;-28.269929700;-48.698161600;G0;SCIMA-I01SP201;SCIMA-I01SP201-SS5;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/5
EQP0000000011991179;I01G01740;CTO - OPTAP;SCIMA_G1I01;RUA ITAPUA IMBITUBA PAES LEME 88780000 SC 10;IMBITUBA;-28.250553200;-48.677275400;G0;SCIMA-I01SP218;SCIMA-I01SP218-SS3;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/16
EQP0000000011991179;I01G01740;CTO - OPTAP;SCIMA_G1I01;RUA ITAPUA IMBITUBA PAES LEME 88780000 SC 10;IMBITUBA;-28.250553200;-48.677275400;G0;SCIMA-I01SP218;SCIMA-I01SP218-SS4;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/16
EQP0000000011991178;I01G01742;CTO - OPTAP;SCIMA_G1I01;RUA PRESALINO PIRES IMBITUBA PAES LEME 88780000 SC 459;IMBITUBA;-28.250527400;-48.677894800;G0;SCIMA-I01SP218;SCIMA-I01SP218-SS6;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/16
EQP0000000011991178;I01G01742;CTO - OPTAP;SCIMA_G1I01;RUA PRESALINO PIRES IMBITUBA PAES LEME 88780000 SC 459;IMBITUBA;-28.250527400;-48.677894800;G0;SCIMA-I01SP218;SCIMA-I01SP218-SS5;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/16
EQP0000000012008278;I01GP590;TO;SCIMA_G1I01;AVENIDA MANOEL FLORENTINO MACHADO IMBITUBA CENTRO 88780000 SC 405;IMBITUBA;-28.238148400;-48.661187200;GP;SCIMA-I01SP74;SCIMA-I01SP74-SS6;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/3/15
EQP0000000011991052;I01G0520;CTO - OPTAP;SCIMA_G1I01;RUA TRES DE OUTUBRO IMBITUBA CENTRO 88780000 SC 669;IMBITUBA;-28.237849700;-48.669345000;G0;SCIMA-I01SP65;SCIMA-I01SP65-SS7;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/3/6
EQP0000000011991052;I01G0520;CTO - OPTAP;SCIMA_G1I01;RUA TRES DE OUTUBRO IMBITUBA CENTRO 88780000 SC 669;IMBITUBA;-28.237849700;-48.669345000;G0;SCIMA-I01SP65;SCIMA-I01SP65-SS8;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/3/6
EQP0000000011990721;I01G01844;CTO - OPTAP;SCIMA_G1I01;RUA NEREU RAMOS IMBITUBA CENTRO 88780000 SC 1033;IMBITUBA;-28.242231500;-48.670764300;G0;SCIMA-I01SP231;SCIMA-I01SP231-SS4;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/8
EQP0000000011990721;I01G01844;CTO - OPTAP;SCIMA_G1I01;RUA NEREU RAMOS IMBITUBA CENTRO 88780000 SC 1033;IMBITUBA;-28.242231500;-48.670764300;G0;SCIMA-I01SP231;SCIMA-I01SP231-SS3;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/8
EQP0000000011991109;I01G0104;CTO - OPTAP;SCIMA_G1I01;RUA ANTONIO OLEIRO IMBITUBA VILA ALVORADA 88780000 SC 209;IMBITUBA;-28.221470500;-48.666995600;G0;SCIMA-I01SP13;SCIMA-I01SP13-SS7;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/10
EQP0000000011991109;I01G0104;CTO - OPTAP;SCIMA_G1I01;RUA ANTONIO OLEIRO IMBITUBA VILA ALVORADA 88780000 SC 209;IMBITUBA;-28.221470500;-48.666995600;G0;SCIMA-I01SP13;SCIMA-I01SP13-SS8;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/10
EQP0000000011991199;I01G01560;CTO - OPTAP;SCIMA_G1I01;RUA CASTRO ALVES IMBITUBA SAGRADA FAMILIA 88780000 SC 268;IMBITUBA;-28.267115000;-48.695826900;G0;SCIMA-I01SP195;SCIMA-I01SP195-SS7;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/3
EQP0000000011991199;I01G01560;CTO - OPTAP;SCIMA_G1I01;RUA CASTRO ALVES IMBITUBA SAGRADA FAMILIA 88780000 SC 268;IMBITUBA;-28.267115000;-48.695826900;G0;SCIMA-I01SP195;SCIMA-I01SP195-SS8;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/3
EQP0000000012009834;I01G0188;CTO - OPTAP;SCIMA_G1I01;RUA BELA VISTA IMBITUBA VILA ALVORADA 88780000 SC 309;IMBITUBA;-28.224729000;-48.670073900;G0;SCIMA-I01SP24;SCIMA-I01SP24-SS4;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/15
EQP0000000012009834;I01G0188;CTO - OPTAP;SCIMA_G1I01;RUA BELA VISTA IMBITUBA VILA ALVORADA 88780000 SC 309;IMBITUBA;-28.224729000;-48.670073900;G0;SCIMA-I01SP24;SCIMA-I01SP24-SS3;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/15
EQP0000000011991184;I01G01836;CTO - OPTAP;SCIMA_G1I01;AVENIDA SANTA CATARINA IMBITUBA CENTRO 88780000 SC 1151;IMBITUBA;-28.241888500;-48.672564500;G0;SCIMA-I01SP230;SCIMA-I01SP230-SS3;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/7
EQP0000000011991184;I01G01836;CTO - OPTAP;SCIMA_G1I01;AVENIDA SANTA CATARINA IMBITUBA CENTRO 88780000 SC 1151;IMBITUBA;-28.241888500;-48.672564500;G0;SCIMA-I01SP230;SCIMA-I01SP230-SS4;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/7
EQP0000000011991183;I01G01738;CTO - OPTAP;SCIMA_G1I01;RUA ROSENDO ISIDORO FREITAS IMBITUBA PAES LEME 88780000 SC 326;IMBITUBA;-28.249640900;-48.676755200;G0;SCIMA-I01SP218;SCIMA-I01SP218-SS2;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/16
EQP0000000011991183;I01G01738;CTO - OPTAP;SCIMA_G1I01;RUA ROSENDO ISIDORO FREITAS IMBITUBA PAES LEME 88780000 SC 326;IMBITUBA;-28.249640900;-48.676755200;G0;SCIMA-I01SP218;SCIMA-I01SP218-SS1;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/16
EQP0000000012009705;I01G01230;CTO - OPTAP;SCIMA_G1I01;RUA FARRAPOS IMBITUBA VILA NOVA 88780000 SC 136;IMBITUBA;-28.268645300;-48.692057800;G0;SCIMA-I01SP154;SCIMA-I01SP154-SS5;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/5/10
