UID_EQUIP;CTO_NAME;MODELO;ARMARIO;ENDERECO;MUNICIPIO;LATITUDE;LONGITUDE;TIPO_CTO;SP;SS;NOME_OLT;NOME_PORTA_OLT
EQP0000000007039580;I01G01117;CTO - OPTAP;RSALG_G1I01;RUA TIRADENTES ALEGRETE CENTRO 97542590 RS 549;ALEGRETE;-29.787311000;-55.786775600;G0;RSALG-I01SP140;RSALG-I01SP140-SS5;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/5/16
EQP0000000007041563;I01G01183;CTO - OPTAP;RSALG_G1I01;RUA AMADEU BICCA DE MEDEIROS ALEGRETE RESTINGA 97542040 RS 394;ALEGRETE;-29.786575700;-55.802763900;G0;RSALG-I01SP148;RSALG-I01SP148-SS7;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/6/8
EQP0000000007042945;I01GPT2018;TO;RSALG_G1I01;RUA DEMETRIO RIBEIRO ALEGRETE CENTRO 97542200 RS 276;ALEGRETE;-29.784117000;-55.786519300;GPT;RSALG-I01SP253;RSALG-I01SP253-SS2;ALG_I01_2_GPON_VLAN_103_104_105-ALC;1/1/2/3
EQP0000000007042127;I01G01799;CTO - OPTAP;RSALG_G1I01;RUA DUQUE DE CAXIAS ALEGRETE VILA NOVA 97541170 RS 430;ALEGRETE;-29.777141500;-55.789518900;G0;RSALG-I01SP225;RSALG-I01SP225-SS7;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/13
EQP0000000007040568;I01G0533;CTO - OPTAP;RSALG_G1I01;RUA RINCAO DOS POETAS ALEGRETE PROGRESSO 97543450 RS 548;ALEGRETE;-29.797318200;-55.817636400;G0;RSALG-I01SP67;RSALG-I01SP67-SS5;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/3/7
EQP0000000007041556;I01G0779;CTO - OPTAP;RSALG_G1I01;RUA URUGUAI ALEGRETE VERA CRUZ 97544500 RS 528;ALEGRETE;-29.786889900;-55.807825000;G0;RSALG-I01SP98;RSALG-I01SP98-SS3;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/4/1
EQP0000000007041925;I01G01410;CTO - OPTAP;RSALG_G1I01;RUA DOS ANDRADAS ALEGRETE CENTRO 97541001 RS 224;ALEGRETE;-29.785649300;-55.795755000;G0;RSALG-I01SP177;RSALG-I01SP177-SS2;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/9
EQP0000000007041530;I01G01162;CTO - OPTAP;RSALG_G1I01;RUA ARNALDO BALVE ALEGRETE IZABEL 97542060 RS 203;ALEGRETE;-29.785056300;-55.802882100;G0;RSALG-I01SP146;RSALG-I01SP146-SS2;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/6/6
EQP0000000007039984;I01G0973;CTO - OPTAP;RSALG_G1I01;RUA MARECHAL FLORIANO ALEGRETE CIDADE ALTA 97542430 RS 234;ALEGRETE;-29.789719600;-55.794603000;G0;RSALG-I01SP122;RSALG-I01SP122-SS5;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/4/15
EQP0000000007039823;I01G02263;CTO - OPTAP;RSALG_G1I01;AVENIDA DOUTOR EURIPEDES BRASIL MILANO ALEGRETE CENTRO 97542280 RS 203;ALEGRETE;-29.785853400;-55.778410200;G0;RSALG-I01SP283;RSALG-I01SP283-SS7;ALG_I01_2_GPON_VLAN_103_104_105-ALC;1/1/3/5
EQP0000000007041323;I01G0051;CTO - OPTAP;RSALG_G1I01;RUA CORONEL CASSIO CANTO ALEGRETE LARA 97545130 RS 554;ALEGRETE;-29.803708000;-55.808065800;G0;RSALG-I01SP7;RSALG-I01SP7-SS3;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/7
EQP0000000007040218;I01G0786;CTO - OPTAP;RSALG_G1I01;RUA ALONSO MEDEIROS ALEGRETE JOAQUIM FONSECA MILANO 97544020 RS 167;ALEGRETE;-29.788425000;-55.803107500;G0;RSALG-I01SP99;RSALG-I01SP99-SS2;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/4/2
EQP0000000007042158;I01G01353;CTO - OPTAP;RSALG_G1I01;RUA GASPAR MARTINS ALEGRETE CENTRO 97542001 RS 942;ALEGRETE;-29.781158000;-55.800457400;G0;RSALG-I01SP170;RSALG-I01SP170-SS1;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/2
EQP0000000007042581;I01GP1951;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;RSALG_G1I01;RUA CORONEL CABRITA ALEGRETE CENTRO 97541100 RS 166;ALEGRETE;-29.781795900;-55.788877700;GP;RSALG-I01SP244;RSALG-I01SP244-SS7;ALG_I01_2_GPON_VLAN_103_104_105-ALC;1/1/1/10
EQP0000000007041339;I01G0273;CTO - OPTAP;RSALG_G1I01;RUA PRIMEIRO DE MAIO ALEGRETE ALBERTO GRANDE 97545650 RS 239;ALEGRETE;-29.804663500;-55.806465000;G0;RSALG-I01SP35;RSALG-I01SP35-SS1;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/15
EQP0000000028180962;I01GP1900;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;RSALG_G1I01;RUA LUIZ DE FREITAS ALEGRETE CENTRO 97541350 RS SN;ALEGRETE;-29.780848000;-55.789690400;GP;RSALG-I01SP238;RSALG-I01SP238-SS4;ALG_I01_2_GPON_VLAN_103_104_105-ALC;1/1/1/4
EQP0000000007040228;I01G0967;CTO - OPTAP;RSALG_G1I01;RUA DOUTOR SEVERINO RIBEIRO ALEGRETE CIDADE ALTA 97542230 RS 86;ALEGRETE;-29.791912300;-55.796763300;G0;RSALG-I01SP121;RSALG-I01SP121-SS7;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/4/14
EQP0000000007040759;I01G0318;CTO - OPTAP;RSALG_G1I01;RUA BRIGADEIRO OLIVERIO ALEGRETE CIDADE ALTA 97543100 RS 855;ALEGRETE;-29.798461100;-55.797667000;G0;RSALG-I01SP40;RSALG-I01SP40-SS6;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/2/4
